restaurant_name,restaurant_url,restaurant_link,original_location,country,region,province,city,address,vegetarian_friendly,vegan_options,gluten_free,cuisines,popularity_detailed,popularity_generic,price_level,price_range,avg_rating,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
XXL Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g580416-d5815081,g580416-d5815081,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Greenford""]",England,Greater London,Ealing,Greenford,"4 Ruislip Road, Greenford, Ealing UB6 9QN England",false,false,false,"Polish, European",#11 of 42 Restaurants in Greenford,#13 of 66 places to eat in Greenford,€,,4.5,6,1,0,0,0,4.5,3.5,4,,
Yummy's Sandwich Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d16875978,g504182-d16875978,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"9 Cheam Road, Sutton SM1 1SN England",false,false,false,Cafe,#56 of 130 Restaurants in Sutton,#70 of 213 places to eat in Sutton,€,€6-€12,4.5,6,0,1,0,0,,,,,
Zanzibar,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d17572859,g1646063-d17572859,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"113 High Street, Edgware HA8 7DB England",false,false,false,"Bar, Pub, Indian",#41 of 78 Restaurants in Edgware,#42 of 96 places to eat in Edgware,,,3.5,6,2,2,1,2,,,,,
Zeyaras,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d6839965,g580420-d6839965,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"36A Woodford Avenue Gants hill, Ilford IG2 6XQ England",false,false,false,"Indian, Lebanese, Mediterranean, Middle Eastern",#106 of 217 Restaurants in Ilford,#124 of 283 places to eat in Ilford,€€-€€€,€12-€23,3.5,6,2,1,0,3,,,,,
Zis Stone Baked Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d7623182,g580420-d7623182,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"81 Cranbrook Road, Ilford IG1 4PG England",false,false,false,"Italian, Pizza",#104 of 217 Restaurants in Ilford,#121 of 283 places to eat in Ilford,,,4,6,1,0,0,2,5,5,5,,
breadland Bakers,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d12841948,g580420-d12841948,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"52 Ilford Lane, Ilford IG1 2JY England",false,false,false,Middle Eastern,#1 of 3 Bakeries in Ilford,#115 of 283 places to eat in Ilford,,,4.5,6,0,0,0,1,,,,,
Abigail's Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g1635501-d8396401,g1635501-d8396401,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Upminster""]",England,Greater London,,Upminster,"191 St. Marys Lane, Upminster RM14 3BU England",false,false,false,Cafe,#36 of 55 Restaurants in Upminster,#43 of 74 places to eat in Upminster,€,,4.5,7,6,1,0,0,4.5,3.5,4.5,,
Adda,https://www.tripadvisor.co.uk/Restaurant_Review-g1637597-d22898892,g1637597-d22898892,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bromley""]",England,Greater London,,Bromley,"18 Tylney Road, Bromley BR1 2RL England",false,false,false,Indian,#88 of 176 Restaurants in Bromley,#176 of 415 places to eat in Bromley,,,4.5,7,0,0,1,0,,,,,
Al-Amin,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d5828189,g504175-d5828189,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"11 Cambridge Road, Kingston upon Thames KT1 3NG England",false,false,false,"Indian, Fast food",#117 of 170 Restaurants in Kingston upon Thames,#229 of 365 places to eat in Kingston upon Thames,€,,3.5,7,2,1,0,4,4,4,4.5,,
Alianti,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d6610138,g191301-d6610138,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond""]",England,Greater London,,Richmond,"20 King Street, Richmond England",false,false,false,Cafe,#19 of 19 Coffee & Tea in Richmond,#251 of 280 places to eat in Richmond,€,,2.5,7,7,7,5,13,3.5,2.5,3.5,3,
Aroma,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d2703979,g580427-d2703979,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"55 High Street, Romford RM1 1JL England",false,false,false,Indian,#77 of 194 Restaurants in Romford,#91 of 268 places to eat in Romford,,,4,7,2,1,2,0,4,4,4,,
Aumkar,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d7315993,g580418-d7315993,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"319 Station Road, Harrow HA1 2AA England",true,true,false,"Indian, Fast food",#118 of 267 Restaurants in Harrow,#132 of 343 places to eat in Harrow,€,,3.5,7,9,10,2,2,3.5,3.5,4,,
Belmont Balti House,https://www.tripadvisor.co.uk/Restaurant_Review-g1076982-d7318784,g1076982-d7318784,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bexley""]",England,Greater London,,Bexley,"3 Belmont Road, Bexley DA8 1JY England",false,false,false,"Indian, Fast food, Asian",#29 of 37 Restaurants in Bexley,#31 of 44 places to eat in Bexley,€€-€€€,,4.5,7,3,1,0,1,3.5,3.5,,,
Buongiorno Cafeteria,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d12910920,g504167-d12910920,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"20E Selsdon Road, Croydon CR2 6PA England",false,false,false,"Italian, Cafe",#10 of 18 Coffee & Tea in Croydon,#126 of 490 places to eat in Croydon,€,,4.5,7,3,3,0,0,4,4.5,4.5,,
Bytes Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g191260-d2035463,g191260-d2035463,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hayes""]",England,Greater London,,Hayes,"Heathrow Airport Bath Road Sheraton Skyline Hotel, Hayes UB3 5BP England",false,false,false,,#34 of 84 Restaurants in Hayes,#35 of 101 places to eat in Hayes,€€-€€€,,4.5,7,7,0,0,0,,,,,
Cafe Benedict,https://www.tripadvisor.co.uk/Restaurant_Review-g528818-d21258857,g528818-d21258857,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Teddington""]",England,Greater London,Richmond,Teddington,"20-22 High Street, Teddington, Richmond TW11 8EW England",false,false,false,"Cafe, British, Fusion",#36 of 51 Restaurants in Teddington,#41 of 66 places to eat in Teddington,€€-€€€,€6-€29,4.5,7,1,1,0,0,5,4.5,4.5,,
Cafe Bonjourno,https://www.tripadvisor.co.uk/Restaurant_Review-g1925517-d6838951,g1925517-d6838951,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hampton Hill""]",England,Greater London,,Hampton Hill,"171B High Street, Hampton Hill TW12 1NL England",false,false,false,Cafe,#3 of 4 Coffee & Tea in Hampton Hill,#12 of 14 places to eat in Hampton Hill,€,,3.5,7,7,4,4,2,3.5,3.5,3.5,4,
Cafe Classic,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d4301991,g504167-d4301991,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"100 High Street, Croydon CR0 1ND England",true,false,false,Cafe,#297 of 340 Restaurants in Croydon,#361 of 490 places to eat in Croydon,€€-€€€,,3,7,4,4,4,8,3.5,3,3,,
Cafe Delight,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d6523222,g504182-d6523222,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"325 High Street, Sutton SM1 1LW England",true,false,false,"Cafe, British",#52 of 130 Restaurants in Sutton,#65 of 213 places to eat in Sutton,€,,4.5,7,4,2,0,0,4,4.5,4,,
Cafe Faith,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d15351612,g504167-d15351612,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"Delta Point 35 Wellesley Road Delta Point, Croydon CR0 2GU England",false,false,false,"Cafe, Asian, British, Soups, Malaysian",#121 of 340 Restaurants in Croydon,#154 of 490 places to eat in Croydon,€,€3-€8,4.5,7,3,0,0,1,,,,,"curry puffs, pancakes, singapore laksa, great cafe, vegetarian"
Cafe Verde,https://www.tripadvisor.co.uk/Restaurant_Review-g528818-d19636821,g528818-d19636821,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Teddington""]",England,Greater London,Richmond,Teddington,"204-206 Kingston Road, Teddington, Richmond TW11 9JD England",false,false,false,"British, Mediterranean, European, Turkish",#4 of 9 Coffee & Tea in Teddington,#42 of 66 places to eat in Teddington,€,,5,7,1,0,0,0,5,5,5,,
Caffe Nero - Edgware,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d5122026,g1646063-d5122026,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"67-70 Station Rd, Edgware HA8 7BD England",false,false,false,Cafe,#1 of 1 Coffee & Tea in Edgware,#25 of 96 places to eat in Edgware,€€-€€€,,4,7,6,5,0,2,,,,,
Chicken Cottage,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d4223132,g528820-d4223132,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"272-274 Ealing Road, Wembley HA0 4LL England",false,false,false,Fast food,#62 of 157 Restaurants in Wembley,#71 of 206 places to eat in Wembley,,,4,7,7,2,0,1,3,3.5,4,,
Chicken Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g12692256-d12853317,g12692256-d12853317,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing""]",England,Greater London,,Ealing,"5 Oak Road Ealing Broadway Shopping Centre, Ealing W5 3SS England",true,false,false,,#42 of 50 Restaurants in Ealing,#212 of 336 places to eat in Ealing,€€-€€€,,3,7,2,4,4,4,4,4.5,4,,
Chili&Chutney,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d2213728,g580420-d2213728,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"355 Eastern Avenue, Ilford IG2 6NE England",false,false,false,Indian,#82 of 217 Restaurants in Ilford,#94 of 283 places to eat in Ilford,€€-€€€,,4,7,5,1,2,0,4.5,4,4.5,3.5,
Chillies Caribbean,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d8628283,g580418-d8628283,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"191 Northolt Road, Harrow HA2 0LY England",false,false,false,Caribbean,#96 of 267 Restaurants in Harrow,#109 of 343 places to eat in Harrow,€€-€€€,,5,7,2,0,0,0,,,,,
China Banquet buffet restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7377416-d19254740,g7377416-d19254740,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Brentford""]",England,Greater London,Ealing,Brentford,"Unit 8 Brentford Lock High Street High Street, Brentford, Ealing TW8 8AQ England",false,false,false,"Chinese, Asian, Japanese",#46 of 48 Restaurants in Brentford,#49 of 57 places to eat in Brentford,€€-€€€,€4-€15,3.5,7,0,4,0,5,,,,,
Coffee at #eleven,https://www.tripadvisor.co.uk/Restaurant_Review-g1752250-d8737776,g1752250-d8737776,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames"", ""Surbiton""]",England,Greater London,Kingston upon Thames,Surbiton,"11 Berrylands Road, Surbiton, Kingston upon Thames KT5 8QX England",false,false,false,Cafe,#5 of 6 Coffee & Tea in Surbiton,#78 of 115 places to eat in Surbiton,€,€2-€6,4,7,1,1,0,2,4.5,5,4.5,,
Colony Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d16696934,g580420-d16696934,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"492 High Road, Ilford IG1 1UE England",false,false,false,"Steakhouse, Indian, Turkish, Pakistani, Middle Eastern",#208 of 217 Restaurants in Ilford,#236 of 283 places to eat in Ilford,€€-€€€,,2.5,7,5,5,5,15,2,2.5,2,,
Costa Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d10151034,g580420-d10151034,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"113 High Street Barkingside, Ilford IG6 2AH England",false,false,false,Cafe,#3 of 8 Coffee & Tea in Ilford,#86 of 283 places to eat in Ilford,€€-€€€,,4,7,2,1,0,2,,,,,
Costa Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g1639613-d12954399,g1639613-d12954399,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sidcup""]",England,Greater London,,Sidcup,"19 Blackfen Road, Sidcup DA15 8QD England",false,false,false,Cafe,#2 of 4 Coffee & Tea in Sidcup,#63 of 111 places to eat in Sidcup,€€-€€€,,4,7,3,2,1,1,,,,,
Coughlans Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d10630409,g504182-d10630409,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"1B High Street Surrey, Sutton SM1 1DE England",false,false,false,,#73 of 130 Restaurants in Sutton,#90 of 213 places to eat in Sutton,,,4,7,1,0,0,2,,,,,
Crock Of Gold,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d15008099,g528820-d15008099,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"23 Bridge Road, Wembley HA9 9AB England",false,false,false,Pub,#54 of 157 Restaurants in Wembley,#60 of 206 places to eat in Wembley,,,4.5,7,2,1,0,0,,,,,
Curry Corner,https://www.tripadvisor.co.uk/Restaurant_Review-g7938493-d13189214,g7938493-d13189214,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""West Wickham""]",England,Greater London,,West Wickham,"114 High Street, West Wickham BR4 0ND England",false,false,false,"Indian, Asian",#16 of 21 Restaurants in West Wickham,#20 of 32 places to eat in West Wickham,€€-€€€,,4,7,4,0,1,1,4.5,3.5,4,,
Domino's Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g2536732-d4913011,g2536732-d4913011,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Purley""]",England,Greater London,,Purley,"18 Russell Hill Road, Purley CR8 2LA England",true,false,false,"Pizza, Fast food",#3 of 5 Quick Bites in Purley,#25 of 50 places to eat in Purley,€€-€€€,,3.5,7,4,1,2,3,3.5,3,3,,
Domino's Pizza London - Feltham,https://www.tripadvisor.co.uk/Restaurant_Review-g673605-d13963817,g673605-d13963817,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow"", ""Feltham""]",England,Greater London,Hounslow,Feltham,"5/5a Cavendish Terrace, Feltham, Hounslow TW13 4HE England",false,false,false,"Fast food, Pizza",#44 of 51 Restaurants in Feltham,#49 of 63 places to eat in Feltham,€,€6-€40,3,7,4,0,1,7,4,3.5,3.5,,
Eden Peri Peri,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d14803707,g580420-d14803707,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"777 Cranbrook Road, Ilford IG6 1HT England",false,false,false,"European, Portuguese",#87 of 217 Restaurants in Ilford,#101 of 283 places to eat in Ilford,,,4,7,0,1,0,2,,,,,
Edgware Kebab,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d4910017,g1646063-d4910017,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"Whitchurch Lane, Edgware HA8 6LD England",false,false,false,"Turkish, Mediterranean, Middle Eastern",#28 of 78 Restaurants in Edgware,#29 of 96 places to eat in Edgware,€,,4.5,7,2,0,0,1,,,,,
El Mexicana,https://www.tripadvisor.co.uk/Restaurant_Review-g580420-d3522020,g580420-d3522020,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ilford""]",England,Greater London,,Ilford,"Middle Level The Exchange High Road Unit 23B, Ilford IG1 1AS England",true,false,false,"Mexican, Fast food",#17 of 23 Quick Bites in Ilford,#155 of 283 places to eat in Ilford,€,€2-€10,3.5,7,8,3,3,4,4,4,3.5,4,
Fee-ka,https://www.tripadvisor.co.uk/Restaurant_Review-g1752250-d15072891,g1752250-d15072891,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames"", ""Surbiton""]",England,Greater London,Kingston upon Thames,Surbiton,"Surbiton Railway Station Victoria Road, Surbiton, Kingston upon Thames KT6 4PE England",false,false,false,"Cafe, European, Swedish, Scandinavian",#3 of 6 Coffee & Tea in Surbiton,#55 of 115 places to eat in Surbiton,,,4.5,7,2,1,0,0,,,,,
Fireaway Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d20673948,g503784-d20673948,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hornchurch""]",England,Greater London,,Hornchurch,"46 Station Lane, Hornchurch RM12 6NB England",false,false,false,"Italian, Pizza",#50 of 93 Restaurants in Hornchurch,#55 of 123 places to eat in Hornchurch,€,,4.5,7,0,0,1,0,,,,,
Firezza Kingston,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d15325551,g504175-d15325551,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"6a The Rotunda Clarence Street, Kingston upon Thames KT1 1QJ England",false,false,false,"Pizza, Italian",#105 of 170 Restaurants in Kingston upon Thames,#198 of 365 places to eat in Kingston upon Thames,€€-€€€,€9-€15,4,7,1,1,0,2,,,,,
French's Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g503784-d10455691,g503784-d10455691,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hornchurch""]",England,Greater London,,Hornchurch,"3A North Street, Hornchurch RM11 1RL England",false,false,false,Cafe,#51 of 93 Restaurants in Hornchurch,#56 of 123 places to eat in Hornchurch,€,,4.5,7,2,3,0,0,,,,,
Friendly Chinese Takeaway,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d10352837,g504182-d10352837,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"Lind Road 1 The Broadway, Sutton SM1 4BU England",false,false,false,"Chinese, Fast food, Asian",#84 of 130 Restaurants in Sutton,#101 of 213 places to eat in Sutton,€,€6-€23,3.5,7,1,0,1,3,4,4,4,,
Fusion Vibes,https://www.tripadvisor.co.uk/Restaurant_Review-g3952106-d17932434,g3952106-d17932434,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Stanmore""]",England,Greater London,,Stanmore,"897 Honeypot Lane, Stanmore HA7 1AR England",false,false,false,"Indian, Asian",#23 of 23 Restaurants in Stanmore,#28 of 31 places to eat in Stanmore,€€-€€€,€17-€35,3,7,1,0,2,5,,,,,
Garden Kitchen Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7377416-d10598163,g7377416-d10598163,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Brentford""]",England,Greater London,Ealing,Brentford,"Syon Park London Road Wyevale Garden Centre, Brentford, Ealing TW8 8JQ England",true,false,false,"Cafe, British",#3 of 4 Quick Bites in Brentford,#36 of 57 places to eat in Brentford,€€-€€€,€5-€9,4,7,5,5,1,1,3.5,3,3.5,,
